-5.4
-5.7
-6.0
-6.3
-6.1
-5.2
-4.0
-2.5
-0.2
2.5
3.9
5.2
7.3
7.5
7.9
8.1
7.3
5.9
3.7
1.6
-0.1
-1.9
-3.4
-4.5
